OTU	Kingdom	Phylum	Class	Order	Family	Genus
Otu000026	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Otu000027	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Runella
Otu000028	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Desmonostoc_PCC-6302
Otu000029	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000030	Bacteria	Firmicutes	Bacilli	Bacillales	Family_XII	Exiguobacterium
Otu000031	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu000032	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mariniflexile
Otu000033	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Microscillaceae_unclassified
Otu000034	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Scytolyngbya_XSP1
Otu000035	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000036	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Flexibacter
Otu000037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu000038	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema
Otu000039	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
Otu000040	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella
Otu000041	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Oscillatoria_SAG_1459-8
Otu000042	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora
Otu000043	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
Otu000044	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter
Otu000045	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Xenococcaceae	Pleurocapsa_PCC-7319
Otu000046	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000047	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000048	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	MWH-CFBk5	MWH-CFBk5_ge
Otu000049	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Lyngbya_PCC-7419
Otu000050	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha
Otu000051	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmataceae_unclassified
Otu000052	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Phormidiaceae_unclassified
Otu000053	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Chamaesiphon_PCC-7430
Otu000054	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000055	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mariniflexile
Otu000056	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000057	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
Otu000058	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Schlesneriaceae	Planctopirus
Otu000059	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
Otu000060	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbyaceae_unclassified
Otu000061	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
Otu000062	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031_fa	SBR1031_ge
Otu000063	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000064	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Rivularia_PCC-7116
Otu000065	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Nodosilineaceae	uncultured
Otu000066	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	CENA359
Otu000067	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_13
Otu000068	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Microcystaceae	SU2_symbiont_group
Otu000069	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu000070	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
Otu000071	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000072	Bacteria	Cyanobacteria	Oxyphotobacteria	Pseudanabaenales	Pseudanabaenaceae	uncultured
Otu000073	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu000074	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Synechococcales_unclassified	Synechococcales_unclassified
Otu000075	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
Otu000076	Bacteria	Cyanobacteria	Oxyphotobacteria	Thermosynechococcales	Acaryochloridaceae	Acaryochloris_MBIC11017
Otu000077	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu000078	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured
Otu000079	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa
Otu000080	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured
Otu000081	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_VRUC_135
Otu000082	Bacteria	Cyanobacteria	Oxyphotobacteria	SepB-3	SepB-3_fa	SepB-3_ge
Otu000083	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu000084	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000085	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu000086	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc_PCC-7107
Otu000087	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000088	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Siphonobacter
Otu000089	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Vogesella
Otu000090	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu000091	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea
Otu000092	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Otu000093	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_VRUC_135
Otu000094	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000095	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Oscillatoria_SAG_1459-8
Otu000096	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Blastocatella
Otu000097	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Eisenibacter
Otu000098	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmataceae_unclassified
Otu000099	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophagaceae_unclassified
Otu000100	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
Otu000102	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000103	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
Otu000104	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmataceae_unclassified
Otu000105	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Rudanella
Otu000106	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Beggiatoa
Otu000107	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter
Otu000108	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Otu000109	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000110	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Otu000112	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola
Otu000113	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2
Otu000114	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Otu000115	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
Otu000116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	FukuN57
Otu000117	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2
Otu000118	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
Otu000119	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis_ANT.L52.6
Otu000120	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Phormidium_CYN64
Otu000121	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	uncultured
Otu000122	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Otu000123	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostocaceae_unclassified
Otu000124	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134
Otu000125	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Otu000126	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group
Otu000127	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
Otu000128	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured
Otu000129	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae_unclassified
Otu000130	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
Otu000131	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritaleaceae_unclassified
Otu000132	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
Otu000133	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea
Otu000134	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_unclassified
Otu000135	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group_ge
Otu000136	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2
Otu000137	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
Otu000138	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2
Otu000139	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae_unclassified
Otu000140	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Paraspirulinaceae	Spirulina_CCC_Snake_P-Y-85
Otu000141	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu000142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobiaceae_unclassified
Otu000143	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	uncultured
Otu000144	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031_unclassified	SBR1031_unclassified
Otu000145	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000146	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
Otu000147	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga
Otu000148	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter
Otu000149	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_ge
Otu000150	Bacteria	Cyanobacteria	Oxyphotobacteria	Pseudanabaenales	Pseudanabaenaceae	uncultured
Otu000151	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
Otu000152	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134
Otu000153	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000154	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	CENA359
Otu000155	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocales_unclassified	Nostocales_unclassified
Otu000156	Bacteria	Acidobacteria	Subgroup_6	Subgroup_6_or	Subgroup_6_fa	Subgroup_6_ge
Otu000157	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu000158	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ideonella
Otu000159	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
Otu000160	Bacteria	Cyanobacteria	Oxyphotobacteria	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena_PCC-7429
Otu000161	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonosporaceae_unclassified
Otu000162	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Acidaminobacter
Otu000163	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031_unclassified	SBR1031_unclassified
Otu000164	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
Otu000165	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae_unclassified
Otu000166	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu000167	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Otu000168	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga
Otu000169	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
Otu000170	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu000171	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu000172	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Xenococcaceae	uncultured
Otu000173	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured
Otu000174	Bacteria	BRC1	BRC1_cl	BRC1_or	BRC1_fa	BRC1_ge
Otu000175	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_unclassified
Otu000176	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12
Otu000177	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu000178	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
Otu000179	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000180	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group_ge
Otu000181	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Rivularia_PCC-7116
Otu000182	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ANT.LACV5.1
Otu000183	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Rhodocyclaceae_unclassified
Otu000184	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter
Otu000185	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Phormidesmiaceae	Acrophormium_PCC-7375
Otu000186	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans
Otu000187	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Otu000188	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured
Otu000189	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae_unclassified
Otu000190	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Calothrix_PCC-6303
Otu000191	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family_unclassified
Otu000192	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13_fa	PLTA13_ge
Otu000193	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu000194	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	uncultured
Otu000195	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_ge
Otu000196	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera
Otu000197	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Otu000198	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Otu000199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
Otu000200	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	OPB56_fa	OPB56_ge
Otu000201	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu000202	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Gloeocapsaceae	Gleocapsa
Otu000203	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
Otu000204	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	CCM19a_fa	CCM19a_ge
Otu000205	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
Otu000206	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Otu000207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
Otu000208	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_unclassified
Otu000209	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Otu000210	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
Otu000211	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu000212	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
Otu000213	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Chromatiaceae_unclassified
Otu000214	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	uncultured_ge
Otu000215	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio
Otu000216	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
Otu000217	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
Otu000218	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
Otu000219	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Nodosilineaceae	Nodosilinea_PCC-7104
Otu000220	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Eisenibacter
Otu000221	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	OPB56_fa	OPB56_ge
Otu000222	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter
Otu000223	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134
Otu000224	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Leptospiraceae_unclassified
Otu000225	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter
Otu000226	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	CCM19a_fa	CCM19a_ge
Otu000227	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
Otu000228	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
Otu000229	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Otu000230	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus
Otu000231	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	OLB13
Otu000232	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Otu000233	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacteraceae_unclassified
Otu000234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified
Otu000235	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu000236	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Rudanella
Otu000237	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
Otu000238	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Otu000239	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
Otu000240	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutaceae_unclassified
Otu000241	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Alterococcus
Otu000242	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Chromatiaceae_unclassified
Otu000243	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu000244	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Otu000245	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Rivularia_PCC-7116
Otu000246	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	HAVOmat113
Otu000247	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Rhodocyclaceae_unclassified
Otu000248	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ANT.LACV5.1
Otu000249	Bacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified
Otu000250	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia
Otu000251	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
Otu000252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
Otu000253	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosomaceae_ge
Otu000254	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu000255	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Vogesella
Otu000256	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira
Otu000257	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
Otu000258	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group
Otu000259	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter
Otu000260	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
