Sample	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N30	N31	N_1	N_2	N_3	N_4	N_5	N_6	N_7	N_8	N_9	N_10	N_11	N_12	N_13	N_14	N_15	N_16	N_17	N_18	N_19	N_20	N_21	N_22	N_23	N_24	N_25	N_26	SACa_21_1	SACa_21_2	SACa_21_3	SACa_21_4	SACa_21_5	SACa_21_6	SACa_21_11	SACa_21_12	SACa_21_13	SACa_21_14	SACa_21_15	SACa_21_16	CSF_22_6	CSF_22_7	CSF_22_8	CSF_22_9	CSF_22_10	CSF_22_11	CSF_22_12	CSF_22_13	CSF_22_14	CSF_22_15	CSF_22_16	CSF_22_17	CSF_22_18	CSF_22_19	CSF_22_20	CSF_22_21	CSF_22_22	CSF_22_23	CSF_22_24	CSF_22_25	CSF_22_26	CSF_22_27	CSF_22_28	CSF_22_29	CSF_22_30	CSF_22_31	CSF_22_32	W1	W2	W3	W4	W_1	W_2	W_2	SACa_21_W1	SACa_21_W2	SACa_21_W3	SACa_21_W4	CSF_22_W1	CSF_22_W2
Bacteroidia_unclassified	0.448857872	0.343266692	0.733922634	1.620172286	0.206105887	0.076800702	0.2304	0.402039616	0.331910858	0.110104442	0.343932903	0.013478906	0.008126117	0.101716983	0.095108346	0.060748421	0.467352565	0.25242036	0.061286245	0.201977251	0.083548258	0.036060726	0.039789909	0.052621193	0.142998339	0.210526316	0.088605352	0.061422159	0.110717449	0.089171066	0.276900138	5.878242641	11.84069714	12.32592431	11.94856578	0.138742905	0	0.027166531	0.968208092	1.291847994	0.027290094	0.018407731	0.019729314	0.036333909	0.05174555	0.070215754	0.023263027	0.050320795	0.4028013	0.057632735	0.029746412	1.579616789	0.291700758	0.35875549	0.069013112	1.449804623	0.521212801	1.516503122	1.702071513	0.630001703	1.559900166	0.594584114	1.668726823	0.144191587	1.220252885	0.673797692	0.460684745	0.452359411	0.591575958	2.741265026	1.179872374	0.426528393	2.761930883	1.651361684	0.168943734	0.69327624	0.37942194	0.688723835	11.67415333	0.261309815	2.542275394	1.124011858	1.146263182	0.44794691	4.116064566	0.532959327	0.432775534	0.803771543	0.169649673	3.992826626	0.521651688	1.746401355	0.351356627	0.061474623	0.052161818	0.168350168	0.298946993	0.424110012	0.25862069	0.296336207	0.244769049	0.203646237	0.18470379	0.299523485	0.313766505	0.383660573	0.352027191	0.842105263	0.832685689
Alteromonadaceae	0.006148738	0.128253489	9.042251237	1.226538878	6.406457984	11.20741675	3.8784	1.495391253	1.781057373	2.790361143	0.003016955	0.006739453	0	0	0	0.004049895	0	0	0.021067147	0	0	0	0	0	0.00630875	0	0	0	0.007381163	0.003566843	0.014200007	0.253297231	0	0	0.098911968	0.067269287	0.105398759	0.117721634	0.081888247	0.003426653	0.004548349	0.013805798	0.039458628	0.013625216	0.01034911	0.070215754	0.050403226	1.050446597	0.009154575	0.162092068	0.356956942	0.045131908	0.042687916	0.00309272	0.517598344	0.065734215	0.039231071	0.210850701	0.316664468	0.085135365	1.143926789	0.306986363	2.584560063	0.175537584	0.066258075	0.033689885	0.010470108	0.038093424	0.165641268	0.606673407	0.056500931	0.058543113	0.15633571	0.067000355	0	0.010195239	0.005579734	0.013504389	0.100943825	0	0	0.00411726	0.009170105	0.008295313	0.019215988	0.021037868	0.004808617	0.007728573	0	0.295374229	0.01885488	0.010584251	0.097599063	0.468743997	0.411498783	0.04316671	0.905764769	0.925330934	0.683023873	0.46875	1.681800237	1.309154383	1.347653578	0.040844112	0.039220813	0.045136538	0.097110949	0.684210526	0.705007217
Micromonosporaceae	0	0	0	0	0	0	0	0	0	3.378633447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043671936	0	0	0	0	0	0.00905551	0.39017341	0.332385293	0	0	0	0	0	0	0	0	0.004577287	0.010806138	0.02602811	0.008205802	0.081818505	0.058761675	0	0	0	0.064877139	0.065971764	0.085135365	0.062396007	1.635106314	0.028093044	0.902764717	0.005521506	0.071591005	0.052350539	0.009523356	0	0.483091787	10.47926083	0.100359622	1.958310477	4.425964608	0	0	0.08927575	0.310600945	0.186746076	0	0.023007017	0	0	0	0.034588778	0	0.057703405	0.023185718	6.463652557	0.079118097	0	0.306943268	0.026026417	0.080685442	0.02318303	1.8000518	0.102623595	0.051407274	0.079575597	0.080818966	0.059218318	0.053335919	0.082090573	0.013614704	0.013073604	0.022568269	0	0.07518797	0.116575996
Roseiflexaceae	0	0	0	0	0	0	0	0	0	0	0.003016955	0	0.004063059	0	0	0	0	0	0	0	0	0	0.003978991	0	0	0	0	0	0	0	0	1.013188925	3.164653723	1.709355032	1.177052423	0	0	0	0.024084778	0.047973135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309272	0	0	0	0.008109642	0	0	0.291181364	0.148646029	0	0.025076798	0.005521506	0	0.041880431	0	0	0.011234693	0.03988301	0.008363302	0.087767416	0.019705987	0	0	0	0	0.772220259	0	0.063269297	0	0	0	0.007686395	0	0.009617234	0.007728573	0.008482484	0	0	0.910245555	0.006506604	0.011526492	0.237626058	0.012950013	0	0	0	0	0	0	0.003420441	0.013614704	0	0	0.012138869	0	0
Sphingomonadaceae	1.39576352	1.501320257	1.265104209	1.083918079	0.936064236	0.636348675	0.896	0.808982153	1.742532006	0.97206493	0.648645387	0.485240598	0.784170323	0.512653593	0.591214045	0.429288838	1.109542062	0.888264051	0.553491401	0.818539386	0.336009299	0.286682774	0.294445329	0.223640071	0.117763338	0.201991465	0.224466891	0.28821167	0.446560378	0.35311742	0.216550108	0.61140711	0.603883198	0.338594288	0.633036597	0.861887744	0.960299801	1.159105316	0.997109827	0.716170373	0.009096698	0.602853198	0.552420787	0.295213008	0.338070926	0.427677774	0.356699752	0.566108945	0.228864375	0.363806642	0.330928832	0.361055266	0.295258084	0.569060432	2.691511387	1.804039002	1.580451718	0.421701403	0.224303998	0.272433169	0.415973378	0.552575454	0.606809754	1.109648298	0.596322677	0.336898846	0.29316302	0.309509071	0.662565073	1.80878553	0.754453603	1.50539433	0.940756994	0.752768691	1.043043925	0.759545292	0.970873786	1.390952059	1.10028769	1.252109532	1.432186817	1.358695652	2.200825309	1.103276649	3.235972329	1.774193548	0.711675322	0.633742948	0.822800916	0.648768395	0.886179373	0.560965284	0.692953348	1.329388712	1.553263011	1.178451178	1.579510976	1.272330035	1.392572944	1.648706897	0.493485985	0.552754073	0.697769873	0.353982301	0.222251275	0.180546152	0.18208303	1.045112782	1.249028533
MWH-CFBk5	0	0	0.004054821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.197135121	4.632319217	2.943585823	1.770524233	0.012612991	0	0	2.519267823	0.561971011	0	0	0	0	0	0	0	0	0	0	0	0	0.049802568	0	0	0	0	0.097315708	0.052777411	0.034054146	0.18718802	0	0.022474435	0.006269199	0.005521506	0.067379769	0.14658151	0.004761678	0	0.033704078	0.897367721	0.008363302	0.619857378	2.415953967	0	0	0.011159469	0	0.459294403	0	0.903025423	0	0	0	0.007686395	0	0.091363724	0.054100008	0	0	0	0.635055038	0	0	0.02318303	0	0.004461895	0	0	0	0	0.00484872	0	0	0	0	0	0.003759398	0
Gemmataceae	3.142005103	1.9275745	1.723299003	0.456386559	1.309631156	1.135553239	0.9536	0.818787998	0.403034614	0.522209639	0.271525976	0.053915622	0.130017877	0.378387176	0.447266278	0.222744209	0.699347724	0.964948717	0.317922396	0.908897629	2.145010716	1.382928852	0.903230941	2.104847727	2.294282169	3.027027027	1.65987359	2.050555162	1.598021848	3.969895848	2.293301147	4.122630797	8.645467054	3.762765551	3.837784372	6.21400042	3.443026115	7.090464548	3.69460501	6.753932084	0.30473938	0.492406811	0.706309435	1.094558997	1.804194839	2.285203626	1.287220844	2.950056611	2.242870875	2.463799438	1.491038893	1.501661675	1.622140799	1.543267149	0.793650794	3.465653873	6.035980497	1.759792393	1.319435282	1.242976332	0.9359401	1.412137271	1.275424205	0.746034731	0.612887196	1.482354923	1.235472725	0.704728346	0.922858495	3.977081227	3.911858548	3.550221627	4.308831596	2.222835297	1.733509622	1.901412041	3.325521705	1.708305199	5.254126079	1.039795307	2.709076268	2.161561265	4.181568088	2.115304853	0.849346656	1.949509116	1.596460858	2.357214622	2.188480787	3.792394114	2.06775187	2.243861135	2.238271846	5.121604488	2.544337545	2.438919106	0.490808495	0.488369104	0.25198939	0.36637931	0.588235294	0.523661753	0.550690929	2.341729067	2.091776703	2.098849018	2.342801651	0.597744361	0.605084934
Schlesneriaceae	0.006148738	0.018860807	0.028383748	0	0.017175491	0.016457293	0.032	0.009805844	0.035561878	0.012583365	0.356000724	0.256099205	0.032504469	0.012206038	0.005140992	0	0.215183915	0.041537528	0	0.037206336	0.005448799	0.001803036	0	0	0.008411667	0.00284495	0.011814047	0.042523033	0.029524653	0.021401056	0	0	0.076440911	0.005461198	0	0.72734917	0.152242651	0.099610613	0.17822736	0.003426653	0.022741745	0.013805798	0.023675177	0.049959124	0.14488754	0.114898506	0.042648883	0.075481193	0.013731862	0.079245011	0.052056221	0.045131908	0	0.006185439	0.034506556	0	0.011208877	0.746087098	0.699300699	1.600544866	0.249584027	0.310217799	0.320260703	0.708419535	4.074871625	3.0657795	2.680347608	10.51854674	1.98769522	0.258397933	0.013294337	0.004181651	0.041140976	0.161589091	0.389305127	0.178416679	0.435219284	0.263335584	0.393680917	0.136098862	0.005751754	0.440546772	0.064190738	0.141020324	0.026902383	0.350631136	0.432775534	0.510085787	0.339299347	0.00527454	0.194833763	0	0.474982107	0	0	0.751100751	0.017847582	0.012851819	0.019893899	0	0.1302803	0.087276959	0.147078944	0	0.013073604	0	0.036416606	0.195488722	0.222049517
Burkholderiaceae	0.03074369	0.090531875	0.717703349	0.148325632	0.699901241	0.669263262	0.6272	0.691312022	1.016477003	0.68264754	1.526579376	0.754818709	1.056395254	0.488241517	0.943371976	0.498137048	1.203685025	0.89465444	0.494120351	0.919528011	0.684732464	1.292777037	0.839567086	0.342037756	0.075705003	0.224751067	0.454840806	0.377982518	0.357986419	1.062919104	0.198800099	1.065595248	0.290475462	0.458740648	1.196834817	0.36157242	0.374751142	0.425608983	1.748554913	3.608265086	2.647139089	0.823745973	0.536637336	0.817512944	0.983165448	0.663858037	0.810328784	1.063026796	1.70275095	2.002737555	0.695322377	0.496450991	0.590516168	0.408239005	1.552795031	0.613519337	1.552429524	1.232665639	1.411795751	1.362165844	2.267054908	1.580171912	1.601303517	0.714688734	2.30798962	1.709761644	2.146372108	1.623732203	1.112162802	0.943714189	0.624833821	0.209082546	0.59243006	0.2955898	1.123843103	0.453688128	0.647249191	1.37744767	0.85802251	0.440960314	0.327849994	0.893445323	0.559376433	1.294068851	0.149884704	0.448807854	1.394498942	1.893500271	2.222410722	0.870299066	0.553076488	0.084674005	1.815342573	0.17673954	0.057957575	1.53673487	6.973942531	7.44120293	5.656498674	5.57112069	7.603632057	7.859775019	8.369818033	3.1586113	2.836972153	2.911306703	2.743384317	2.304511278	2.459198401
SBR1031_fa	0.046115535	0.018860807	0.089206066	0	0.004293873	0.356574689	0.0704	0.004902922	0.014817449	0.003145841	0	0	0.004063059	0.004068679	0	0.004049895	0.003362249	0.006390389	0	0.021260763	0	0.001803036	0	1.381306321	1.509894223	5.041251778	1.104613385	0.193716041	0.040596398	0.54216008	2.027051014	0.008734387	0	0	0.098911968	0	0.011710973	0.00905551	0.03371869	0.003426653	0	0.055223194	0	0.045417386	0.117289913	0.102132006	0.100806452	0.012580199	0.0366183	0	0.003718301	0.447216182	0.761267831	0.247417579	0.034506556	0	0.005604439	0.210850701	0.131943528	0.085135365	0.062396007	0.171266076	0.207888527	0.53915115	0.082822594	0.223195486	0.209402157	0.085710204	0.14197823	0.044938771	0.239298059	0.008363302	0.013713659	0.039411973	0.146907595	0.565835755	0.491016628	0.195813639	0.282642709	0.21775818	0.005751754	0.395256917	0.261348006	0.298631273	0.161414297	1.129032258	0.34141181	0.170028596	0.152684706	0.01054908	0.540506568	0	0.06181274	0	0	0.017266684	0.013385686	0	0.019893899	0.010775862	0.011843664	0.00969744	0.010261322	0.054458816	0	0.022568269	0	0.018796992	0.022204952
Nodosilineaceae	0.009223107	0.02640513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013155298	0.002102917	0	0.005907023	0.014174344	0	0.010700528	0	0	0	0	0	12.49947446	1.241363157	4.464366567	0	0	0	0	0	0	0	0	0	0.006290099	0.009154575	0	0	0.155910229	0.355732631	0.040205357	0.241545894	0	0	0.13786392	0.131943528	0.102162438	0.062396007	0.012925742	0.033711653	0	0.071779581	0.084224712	0.010470108	0.038093424	0	0.011234693	0.016617921	0.025089905	0.005485464	0.019705987	0.029381519	2.701738288	0.066956813	0.067521945	0.005047191	0	0.005751754	0.032938076	0	0.066362505	0.023059185	0	0.038468936	0.046371435	0.203579608	0.105490796	3.161334926	0.031752752	0.107358969	0.084527606	0.086936363	0.021583355	0.004461895	0.012851819	0	0	0	0	0	0	0.013073604	0	0	0.15037594	0.227600755
Clostridiaceae_1	0.012297476	0.018860807	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008408661	0.03513292	0.00905551	0.587668593	0.006853305	0.004548349	0.124252186	1.400781281	0.654010355	0.614047192	0.102132006	0.104683623	0.320795069	5.195221312	0.471868021	0.17476017	0.92725557	4.756145281	5.282365312	0.034506556	0.076689917	0.022417755	0.008109642	0	0.39162268	0	0.109868804	0.011237218	0.006269199	0.005521506	0.042112356	0.031410324	0.014285034	0	0	0	0	0	0	0	0	0	0.006752194	0	0	0	0	0.004585053	0	0	0	0	0	0.008482484	0	0	0	0	0.003842164	0	0.008633342	0.026771372	0.012851819	0.013262599	0.005387931	0.027635215	0.043638479	0.041045287	0.040844112	0.013073604	0	0.012138869	0.052631579	0.111024759
Microcystaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003606073	0	0	0	0.011379801	0.053163211	0.037798252	0.02214349	0.099871594	0.007100004	0.026203162	0	0.016383595	0	0.012612991	0	0.054333062	0.004816956	0.003426653	0	0	0	0	0	0	0	0	0.022886437	0	0	0.131292824	0.046245242	0.052576236	0.069013112	0	0	3.965615116	4.156221137	1.855950962	2.121464226	0.652749952	2.781211372	0.025076798	4.571807189	2.194053735	1.905559627	2.180848531	1.4197823	0.449387709	0.093060356	0.071088066	0.244103127	0.445355299	0.073453798	0.091757149	0.485436893	0.37812289	0.111038207	0	0.046014034	0	0	0.074657818	0.023059185	0	0.115406809	0.085014298	0.398676733	0.327021467	0.106844322	0.306943268	0.784045806	0.057632459	0.063753333	0.034533368	0.004461895	0	0	0	0.003947888	0	0	0	0	0	0	0.011278195	0.011102476
Pseudanabaenaceae	0	0.003772161	0.004054821	0.005704832	0	0.005485764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317846634	0.277667592	0.326277256	2.282444254	2.123945913	5.322901849	4.583850198	1.346562721	3.982137585	1.451704951	1.363200682	0.183422133	0.168170005	0.136529955	0.168150346	0.36577675	0.023421946	0.344109391	0.091522158	0.034266525	0	0	0	0	0	0	0	0	0.086968462	0	0	0.348746564	0.103162463	0.086596153	0	0.003651901	0.005604439	2.059849161	1.121519989	0.647028776	1.102329451	0.32314354	1.331610293	0.294652373	2.175473469	1.983491957	1.21453251	1.571353745	0.56791292	0.033704078	0.036559426	0.008363302	0.24958859	0.106412328	0.00734538	0.071366672	0.05021761	0.135043889	0.171604502	0.005443954	0.074772806	0.00411726	0.045850527	0	0	0	0.346220427	0.038642863	0.229027059	0.479983121	0.081704481	0.179932261	0.546554753	0.007684328	0	0	0	0	0.013262599	0	0	0	0	0	0	0	0	0.007518797	0.016653714
Synechococcales_unclassified	0.003074369	0.007544323	0.093260887	0.05704832	0.068701962	0.071314938	0.0064	0.019611689	0.00296349	0.006291682	0	0	0	0	0.007711488	0	0	0	0.028727927	0	0.328744233	2.827160939	2.498806303	0.782740249	1.083002124	0.170697013	0.17130368	0.03307347	0.177147919	0.06777001	0.085200043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050567479	0	0	0	0	0.004761678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013385686	0	0.0066313	0.005387931	0	0	0	0	0	0	0	0	0
Acaryochloridaceae	0	0	0	0	0	0	0	0	0.014817449	0	0	0.013478906	0	0	0	0	0.030260238	0.015975972	0	0.069097481	0.001816266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012766501	0.023263027	0.006290099	0.004577287	0	0	0.004102901	0	0	0	0	0	0.008109642	0	0.017027073	0	0.869256124	0.679851669	0.037615197	0.618408702	0.042112356	0.020940216	0.019046712	0	0	0	0	0	0	1.425003673	0.015292858	0.345943533	1.384199865	0	0	0	0.024703557	0.004585053	0	0.026902383	0.014025245	2.971725332	0.370971482	2.383577912	0.00527454	0.01256992	0	0.022773115	0	0	0.185616852	0.004461895	0.038555456	0.013262599	0.032327586	0	0	0	0	0	0	0.012138869	0.112781955	0.111024759
Chromatiaceae	0	0	0	0	0.004293873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187668787	0	0	0.201042137	1.572338231	0.287622936	0	0.014607603	0.005604439	0.332495337	0.42221929	0.39162268	0.020798669	0.051702966	0.050567479	0.075230393	1.667494893	0.404278615	0.345513559	4.447407266	0.970184572	0.067408156	0	0	0.005485464	0.051235565	0.095489937	0.005097619	1.004352193	0.519918974	0.015141574	0.26675377	0.028758771	0.786396574	0.009170105	0	0.276710223	0.189340813	1.28390075	1.908957416	0.407159216	0.047470858	0.02513984	0	0.44895569	0	0	0.276266943	0	0	0	0	0.003947888	0	0.006840881	0	0	0	0	0.022556391	0.005551238
SepB-3_fa	0	0	0.117589814	0.11409664	0.16316716	0.153601404	0.2816	0.235340263	0.844594595	0.528501321	0.045254329	0.707642539	2.003087925	0.309219627	0.452407269	0.368540418	0.591755766	1.188612327	0.314092006	0.201977251	0.034509063	0.019833399	0.003978991	0	0.004205833	0.008534851	0.005907023	0.004724781	0.007381163	0.003566843	0	0	0	0	0	0	0	0	0.043352601	0	0	0.009203866	0.063133804	0.145335634	0.438112322	1.666028342	0.558312655	0	0	0.003602046	0	0	0	0.006185439	0	0	0	0.048657854	0	0.017027073	0.166389351	0.507335358	0.033711653	0.050153595	0.082822594	0.050534827	0.052350539	0.038093424	0.070989115	0	0.003323584	0	0	0	0.6170119	0	0.083696016	0.31735314	0	0.04899559	0	0.008234519	0	0.024885939	0	0.007012623	0.567416811	0.170028596	0.678598694	0	0.01885488	0.021168501	0.003253302	0	0	0.077700078	0	0	0	0	0	0	0	0	0	0	0	0.007518797	0
Chromobacteriaceae	0	0	0.008109642	0	0	0.010971529	0	0.083349676	0.00592698	0.091229395	0	0	0	0	0	0	0	0.003195194	0	0	0	0	0	0	0	0	0	0	0	0	0	1.030657699	0.022932273	0.005461198	0.049455984	0.00420433	0.269352383	0.380331432	0.727360308	0.030839873	0.059128536	0.322135297	3.886674821	1.453356345	1.959431489	3.121409422	1.070099256	1.069316895	0.004577287	0.396225056	1.453855879	0	0.071146526	0.009278159	1.173222912	2.340868422	0.532421678	0	0.013194353	0.034054146	0	0.096943062	0.629284189	0.006269199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003842164	0	0.004316671	0.093699804	0.08996273	0.092838196	0.075431034	0.035530991	0.03394104	0.06156793	0.217835262	0.222251275	0.180546152	0.242777373	0.165413534	0.199844565
Blastocatellaceae	0	0.003772161	0.004054821	0	0.188930396	0.340117395	0.1472	0.088252599	0.204480797	0.02516673	0.081457793	0.134789055	0.353486104	0.048824152	0.326452973	0.149846104	0.161387936	0.150174138	0	0.090358244	0.003632533	0.019833399	0.003978991	0	0.002102917	0.00284495	0	0.018899126	0.003690582	0.046368954	0	0.008734387	0	0	0	0.050451966	0.234219464	0.108666123	0.24566474	0	0	0.050621261	0.106538295	0.413298211	0.579550159	0.868122048	0.473014888	0.194993081	0.100700325	0.15128593	0.10039414	0.045131908	0.113834442	0.040205357	0	0	0.005604439	0.048657854	0.079166117	0.272433169	0.145590682	0.445938086	0.185414091	0.32599837	0.093865607	0.433757264	0.198932049	0.109518594	0.212967345	0.101112235	0.059824515	0.004181651	0.030170049	0.074882749	1.035698546	0.020390478	0.663988394	0.37812289	0.050471912	0.114323044	0.063269297	1.947463768	0.123796424	0.190792202	0.023059185	0.483870968	0.567416811	0.332328619	0.8312834	0.042196318	0.056564641	0	0.868631661	0.003842164	0	1.23025123	0.031233268	0.051407274	0.013262599	0.016163793	0.086853533	0.03878976	0.085511014	0.081688223	0.11766244	0.315955766	0.169944161	0.052631579	0.022204952
Cytophagaceae	0	0.007544323	0.004054821	0	0.004293873	0	0	0.014708766	0.00592698	0.122687807	0.012067821	0.040436717	0.18283764	0.594027179	0.13623628	0.133646525	0.22863291	0.08627025	0.224077834	0.031891145	0.018162665	0.025242508	0.011936973	0	0	0.00284495	0	0	0	0	0	0.043671936	0.022932273	0.010922396	0.257171118	0.172377549	0.105398759	0.090555103	0.419075145	0.010279958	1.091603748	1.412793373	1.392889555	1.357979835	1.000413964	1.168134814	2.089795285	0.484337653	0.448574175	0.367408688	0.178478471	0.061543511	0.181423642	0.105152471	0.034506556	0.124164628	0.022417755	0.437920688	0.277081409	0.034054146	0.37437604	0.313449234	0.185414091	0.420036361	0.071779581	0.40006738	0.177991833	0.11904195	0.520586843	0.337040782	0.448683861	0.029271556	0.600658256	1.572537737	0.183634494	0.040780955	0.223189376	0.128291695	0.928683188	1.230333714	0.069021051	0.115283267	0.041265475	0.671920365	0.910837817	0.483870968	0.230813618	0.440528634	0.169649673	0.00527454	0.02513984	0.052921253	0.042292927	0.138317901	0.02318303	0.228783562	0.129394967	0.205629097	0.106100796	0.172413793	0.071061982	0.063033359	0.119715419	0.013614704	0	0	0.012138869	0.218045113	0.183190852
Rhodobacteraceae	0.313585637	0.437570728	0.393317655	0.182554624	0.382154665	0.252345164	0.64	0.652088645	1.161688004	0.597709828	1.140409099	0.963741744	1.032016902	1.285702661	0.827699663	1.3000162	1.866048013	0.955363134	0.880989773	1.530774955	0.346906898	0.445349969	0.505331848	0.276261264	0.063087502	0.167852063	0.271723079	0.231514292	0.306318276	0.460122699	0.223650112	0.445453751	0.420425011	0.333133089	0.326409496	0.327937776	0.445016981	0.353164901	0.775529865	0.743583593	1.396343127	0.952600092	0.473503532	0.672177309	0.548502829	0.568109281	0.713399504	0.779972324	0.663706687	1.167062892	0.32721053	0.553891601	0.355732631	0.426795324	2.070393375	0.869152394	1.563638402	0.486578542	0.382636232	0.204324877	0.56156406	0.655981387	0.786605237	0.369882766	0.767489371	0.505348269	0.5339755	0.433312699	0.354945575	1.100999888	0.757777187	0.773605419	0.957213385	0.484767272	1.057734685	0.749350054	0.836960161	0.810263336	1.049815778	1.050683216	0.626941217	1.346343874	1.783585511	1.05350477	1.129900077	0.336605891	0.76457011	1.074271582	1.263890067	0.348119627	0.829614732	0.444538527	0.7742859	0.726168978	1.698156949	1.100751101	3.002855613	3.058732811	2.354111406	2.408405172	0.18555073	0.174553918	0.208646874	0.217835262	0.156883253	0.067704807	0.097110949	1.176691729	1.376707006
